,brandName,price,engine,pradesh,lotNumber,mileage,kmRun,makeYear
1947,Benelli,800000,250,3,34,30,2000,2021
1948,Vespa,200000,125,Bagmati,25,25,7431,2018
1949,Honda,125000,125,Bagmati,38,40,9000,2010
1950,Honda,135000,160,Bagmati,83,42,38000,2017
1951,Honda,370000,250,Bagmati,79,35,38000,2017
1952,Yamaha,170000,150,Bagmati,93,40,19000,2017
1953,Bajaj,285000,220,Bagmati,128,35,8500,2021
1954,Yamaha,150000,150,Bagmati,59,40,7500,2016
1955,Bajaj,239000,150,Bagmati,81,39,23000,2018
1956,Royal Enfield,370000,400,Bagmati,80,30,24000,2017
1957,KTM,245000,200,Bagmati,67,35,13130,2014
1958,Bajaj,325000,220,3,28,35,1800,2021
1959,Bajaj,195000,200,Bagmati,95,35,30000,2018
1960,Um,260000,180,Bagmati,94,30,10000,2018
1961,Bajaj,180000,200,Bagmati,70,35,38000,2015
1962,Honda,65000,150,Bagmati,51,40,35000,2012
1963,Crossfire,550000,250,3,109,20,7100,2019
1964,Yamaha,195000,250,Bagmati,96,30,20000,2017
1965,TVS,90000,160,Bagmati,58,30,36000,2013
1966,Mahindra,30000,125,Mechi,4,35,33831,2011
1967,Yamaha,205000,125,Bagmati,124,50,4704,2021
1968,Honda,270000,250,Bagmati,60,30,50000,2017
1969,Cross X,480000,250,Bagmati,17,20,7500,2020
1970,Yamaha,190000,150,Bagmati,83,40,33300,2017
1971,TVS,170000,160,Bagmati,104,35,28000,2018
1972,Yamaha,71000,150,Bagmati,44,35,50000,2010
1973,Bajaj,188000,150,Bagmati,111,42,26000,2019
1974,Motorhead,250000,200,Gandaki,16,35,12000,2019
1975,Crossfire,300000,250,Bagmati,92,26,23000,2018
1976,Royal Enfield,530000,350,Bagmati,116,25,5000,2020
1977,Suzuki,74000,125,Bagmati,14,45,30000,2013
1978,Suzuki,268000,125,Bagmati,35,40,30000,2010
1979,Honda,108000,110,Bagmati,69,40,30000,2015
1980,Vespa,158000,150,Bagmati,76,35,20000,2016
1981,Bajaj,293000,220,Bagmati,125,35,7000,2021
1982,Suzuki,95000,125,Bagmati,3,35,7000,1998
1983,Suzuki,200000,155,Bagmati,73,35,47000,2016
1984,Honda,565000,250,Bagmati,42,28,50000,2010
1985,Bajaj,165000,220,Bagmati,83,35,24300,2017
1986,Bajaj,200000,200,Bagmati,103,32,26000,2019
1987,Bajaj,330000,220,Bagmati,127,40,10000,2021
1988,Bajaj,155000,220,Bagmati,83,30,41000,2017
1989,Bajaj,140000,200,Bagmati,80,35,27000,2016
1990,Suzuki,85000,155,Bagmati,64,35,65000,2014
1991,Suzuki,225000,155,Bagmati,93,40,4300,2018
1992,Bajaj,160000,220,Bagmati,99,40,15000,2018
1993,Bajaj,185000,150,Bagmati,112,45,15500,2019
1994,Bajaj,270000,390,Bagmati,84,29,29000,2018
1995,Bajaj,275000,390,Bagmati,84,29,29000,2018
1996,TVS,160000,125,Bagmati,103,29,11500,2018
1997,Yamaha,410000,155,Bagmati,30,40,5000,2021
1998,Bajaj,90000,220,Bagmati,40,25,41450,2012
1999,Yamaha,239999,125,Bagmati,107,45,20000,2019
2000,Aprilia,185000,150,Bagmati,95,35,1400,2018
2001,Suzuki,120000,155,Bagmati,75,35,42000,2016
2002,KTM,250000,200,Bagmati,73,22,34000,1991
2003,Honda,95000,150,Bagmati,70,45,450000,2012
2004,Yamaha,430000,155,Bagmati,132,50,4000,2021
2005,KTM,660000,390,Bagmati,20,25,8000,2020
2006,Honda,144999,150,Bagmati,66,45,15385,2014
2007,Honda,144999,150,Bagmati,66,45,15385,2014
2008,Bajaj,90000,150,Bagmati,130,40,18500,2012
2009,Honda,85000,125,Bagmati,42,50,42000,2013
2010,Honda,120000,160,Bagmati,75,40,42000,2015
2011,KTM,330000,200,Bagmati,88,30,17000,2018
2012,Bajaj,195000,200,Bagmati,91,30,30000,2017
2013,Honda,160000,125,Bagmati,104,38,3000,2018
2014,Bajaj,167000,200,Bagmati,96,35,24000,2018
2015,Bajaj,145000,220,Bagmati,84,35,50000,2017
2016,Bajaj,150000,150,Bagmati,83,45,19714,2017
2017,Bajaj,252000,160,Bagmati,120,40,5000,2020
2018,Cross X,440000,250,Bagmati,91,20,9500,2018
2019,Honda,100000,110,Bagmati,66,30,34000,2014
2020,Yamaha,160000,150,Bagmati,74,40,34000,2016
2021,Hero,99000,125,Bagmati,127,30,24500,2018
2022,Yamaha,175000,250,Bagmati,88,32,15000,2018
2023,Honda,145000,125,Bagmati,83,35,23000,2018
2024,Yamaha,240000,150,Bagmati,16,48,19000,2021
2025,Honda,107000,110,Bagmati,69,35,9000,2015
2026,Bajaj,175000,150,Bagmati,102,45,20000,2019
2027,TVS,139000,200,Bagmati,84,32,20000,2017
2028,Bajaj,115000,220,Bagmati,61,35,47000,2013
2029,Hero,310000,200,3,14,45,12150,2019
2030,Honda,120000,110,Bagmati,82,30,34000,2016
2031,Bajaj,205000,200,Bagmati,96,33,32000,2018
2032,KTM,450000,200,Bagmati,101,35,15000,2018
2033,Hero,55000,150,Bagmati,48,40,45000,2011
2034,Benelli,670000,300,Bagmati,113,35,2300,2019
2035,Yamaha,165000,150,Bagmati,11,40,6000,2019
2036,Bajaj,180000,200,Bagmati,83,40,16000,2017
2037,Yamaha,229000,150,Bagmati,11,40,19000,2019
2038,Yamaha,335000,155,Bagmati,13,45,5000,2019
2039,TVS,248000,125,Bagmati,32,45,1361,2022
2040,Yamaha,300000,250,Bagmati,113,31,11000,2019
2041,Hero,85000,150,Bagmati,48,30,28000,2013
2042,TVS,128000,160,Bagmati,84,45,8000,2017
2043,Bajaj,300000,200,Bagmati,124,35,16000,2021
2044,Honda,599999,250,Bagmati,98,33,19500,2016
2045,Royal Enfield,215000,250,Bagmati,49,30,37000,2012
2046,Bajaj,190000,200,Bagmati,98,35,26400,2018
2047,Bajaj,162000,200,Bagmati,90,35,19520,2017
2048,Bajaj,205000,200,Bagmati,80,32,14000,2016
2049,Bajaj,409000,400,Bagmati,116,28,15400,2020
2050,Bajaj,160000,220,Bagmati,71,40,2930,2014
2051,Suzuki,115000,125,Bagmati,49,30,38000,2011
2052,Royal Enfield,438000,350,Bagmati,111,35,11800,2019
2053,KTM,850000,390,Bagmati,131,25,2000,2021
2054,Benelli,309000,300,Bagmati,74,30,2000,2016
2055,TVS,180000,200,Bagmati,94,30,33300,2018
2056,Honda,178000,250,Bagmati,55,35,33300,2013
2057,Honda,600000,250,3,104,30,21800,2014
2058,Honda,110000,110,Bagmati,72,40,13400,2014
2059,Honda,80000,150,Bagmati,43,55,38000,2011
2060,Yamaha,120000,150,Bagmati,60,45,38000,2018
2061,Yamaha,250000,250,Bagmati,13,25,38000,2001
2062,TVS,89000,180,Bagmati,66,38,38000,2015
2063,KTM,450000,250,Bagmati,97,30,2500,2018
2064,Bajaj,62000,200,Bagmati,32,30,50000,2008
2065,Benelli,138000,150,Bagmati,115,45,15700,2020
2066,Honda,330000,200,Gandaki,4,25,50000,2001
2067,Bajaj,340000,200,Bagmati,24,30,4000,2021
2068,Bajaj,165000,220,Bagmati,94,30,38000,2018
2069,Benelli,550000,300,Bagmati,99,25,23800,2018
2070,Hero,55000,150,Bagmati,35,35,59000,2012
2071,Hero,109000,125,Bagmati,95,36,23000,2018
2072,Honda,125000,160,Bagmati,76,40,22000,2016
2073,Honda,100000,110,Bagmati,70,40,41800,2015
2074,Crossfire,535000,250,Gandaki,22,25,15000,2020
2075,Honda,100000,150,Bagmati,47,40,30000,2011
2076,Yamaha,140000,150,Bagmati,75,30,40000,2016
2077,Aprilia,215000,125,Bagmati,124,30,5000,2021
2078,KTM,850000,390,Bagmati,131,25,2500,2021
2079,Bajaj,155000,150,Bagmati,75,42,21537,2016
2080,Yamaha,80000,150,Narayani,18,40,30000,2013
2081,Bajaj,160000,150,Bagmati,18,38,21258,2016
2082,Honda,160000,110,Bagmati,95,30,17500,2018
2083,Bajaj,158000,220,Bagmati,80,35,28000,2017
2084,Bajaj,235000,220,Gandaki,17,35,15000,2019
2085,KTM,485000,200,Bagmati,105,33,8700,2021
2086,Bajaj,160000,200,Gandaki,12,35,18000,2016
2087,Crossfire,295000,250,Gandaki,11,25,25000,2016
2088,Yamaha,350000,250,Gandaki,21,35,4000,2021
2089,Hero,119000,125,Bagmati,2,40,23000,2019
2090,Bajaj,122000,220,Bagmati,69,32,50000,2015
2091,Suzuki,350000,250,Bagmati,11,30,68000,2000
2092,TVS,280000,160,Koshi,94,40,4800,2021
2093,Benelli,285000,250,Bagmati,78,25,17000,2017
2094,Bajaj,240000,220,Bagmati,114,35,3500,2019
2095,Yamaha,225000,125,Bagmati,106,38,18000,2019
2096,TVS,195000,160,Bagmati,115,35,8000,2019
2097,Hero,365000,200,Bagmati,129,38,5800,2021
2098,Bajaj,200000,220,Bagmati,129,30,19000,2018
2099,Honda,75000,125,Bagmati,45,45,7259,2011
2100,KTM,250000,200,Bagmati,81,26,7259,2017
2101,Yamaha,190000,150,Bagmati,67,45,27000,2017
2102,Bajaj,235000,220,Bagmati,110,35,11749,2019
2103,TVS,270000,160,Bagmati,127,45,1800,2021
2104,TVS,245000,160,3,21,40,3000,2020
2105,Yamaha,125000,150,Bagmati,67,38,52400,2015
2106,Royal Enfield,385000,350,Bagmati,89,30,52400,2017
2107,Bajaj,69000,100,Bagmati,56,40,33000,2012
2108,Suzuki,60000,125,Bagmati,62,30,21989,2016
2109,Bajaj,259900,200,3,115,45,6200,2020
2110,Yamaha,139000,150,Bagmati,80,45,21400,2016
2111,Suzuki,155000,150,Bagmati,83,40,21000,2016
2112,Bajaj,250000,200,Koshi,41,35,16218,2019
2113,Yamaha,130000,185,Gandaki,7,35,68500,2012
2114,Yamaha,155900,125,3,117,45,10450,2020
2115,Hero,355000,200,Bagmati,28,40,2000,2020
2116,Bajaj,460000,400,3,22,23,10000,2020
2117,Bajaj,165000,220,Bagmati,78,35,350000,2016
2118,KTM,425000,250,Bagmati,94,25,14000,2018
2119,Bajaj,20000,100,Bagmati,26,58,12700,2007
2120,Yamaha,310000,150,Bagmati,119,50,10000,2020
2121,Bajaj,120000,200,Bagmati,62,30,57000,2020
2122,Bajaj,200000,200,Bagmati,84,35,22000,2018
2123,TVS,130000,200,Bagmati,80,30,35000,2016
2124,KTM,360000,390,Bagmati,78,25,24000,2016
2125,Honda,125000,125,Bagmati,81,35,24000,2016
2126,TVS,215000,200,3,2,35,22000,2019
2127,Motorhead,212000,250,Bagmati,13,30,10000,2019
2128,Honda,395000,250,Bagmati,81,38,35000,2016
2129,Bajaj,185000,200,Bagmati,98,30,23500,2019
2130,Bajaj,195000,200,Bagmati,99,45,2986,2019
2131,Bajaj,60000,150,Bagmati,44,45,18000,2010
2132,Hero,65000,150,Bagmati,49,74,75000,2011
2133,Bajaj,125000,150,Bagmati,68,35,75000,2011
2134,Bajaj,220000,200,Bagmati,95,30,8600,2018
2135,Bajaj,200000,200,Bagmati,89,32,23000,2018
2136,TVS,170000,125,3,19,35,14000,2020
2137,Royal Enfield,298000,350,Bagmati,70,35,14000,2015
2138,Hero,150000,125,Bagmati,99,50,18000,2018
2139,Bajaj,110000,220,Bagmati,58,35,65000,2012
2140,Yamaha,51000,125,Bagmati,33,45,60000,2012
2141,Bajaj,195000,200,Bagmati,90,27,24000,2018
2142,KTM,330000,200,Bagmati,80,30,30000,2016
2143,Honda,750000,350,3,27,35,1340,2021
2144,Suzuki,149000,150,Bagmati,92,45,15500,2017
2145,Royal Enfield,390000,400,Bagmati,83,31,29700,2017
2146,KTM,700000,390,3,19,25,8000,2020
2147,Crossfire,350000,250,Bagmati,92,21,21000,2017
2148,TVS,108000,115,Bagmati,98,45,25400,2017
2149,Honda,175000,160,Bagmati,98,40,29000,2018
2150,Honda,79000,160,Bagmati,72,45,28900,2015
2151,Bajaj,275000,200,3,21,35,9500,2020
2152,TVS,180000,125,3,12,35,11000,2019
2153,Royal Enfield,605000,300,Bagmati,27,25,2100,2021
2154,TVS,107900,110,Bagmati,98,35,10000,2018
2155,Royal Enfield,555000,350,Mahakali,3,30,2000,2021
2156,Bajaj,135000,150,Bagmati,84,50,32000,2017
2157,Honda,155000,125,Gandaki,18,50,12017,2019
2158,Bajaj,300000,200,3,22,35,7800,2021
2159,Hero,118000,100,Bagmati,90,49,23000,2017
2160,Hero,38000,150,Bagmati,30,35,64414,2008
2161,Yamaha,185000,150,Bagmati,95,55,36000,2019
2162,Bajaj,115000,150,Bagmati,60,35,67000,2019
2163,Royal Enfield,485000,350,Bagmati,96,35,15000,2018
2164,Yamaha,260000,125,3,2,40,5303,2018
2165,Honda,245500,185,Bagmati,2,40,80000,1996
2166,Bajaj,55000,100,Bagmati,59,30,80000,2013
2167,Yamaha,400000,155,3,123,45,9000,2020
2168,Benelli,370000,300,3,72,24,25832,2016
2169,Honda,162000,110,3,18,45,9680,2020
2170,TVS,60000,160,Bagmati,38,35,75000,2012
2171,Mahindra,48000,125,Bagmati,51,30,28400,2012
2172,Yamaha,40000,150,Bagmati,62,45,1625,2014
2173,Suzuki,110000,125,Narayani,60,60,1625,2018
2174,TVS,105000,180,Bagmati,64,38,1625,2014
2175,Yamaha,120000,125,Bagmati,95,55,28000,2017
2176,TVS,65000,110,Bagmati,65,30,28000,2015
2177,Honda,85000,150,Bagmati,56,35,15890,2013
2178,Bajaj,165999,200,3,80,35,15890,2016
2179,Honda,330000,150,Bagmati,80,46,25000,2018
2180,Yamaha,150000,150,Bagmati,50,39,40000,2018
2181,TVS,245000,160,Narayani,11,45,10000,2020
2182,Hero,135000,100,Janakpur,3,45,3400,2021
2183,TVS,147000,200,Bagmati,90,30,3400,2017
2184,Hero,60000,100,Bagmati,51,45,31000,2014
2185,Yamaha,190000,250,Bagmati,87,36,21500,2017
2186,Honda,150000,125,Bagmati,90,50,20000,2018
2187,Bajaj,125000,220,Bagmati,63,35,78000,2014
2188,Benelli,420000,300,Gandaki,13,20,19000,2017
2189,TVS,78000,110,Bagmati,81,55,57000,2016
2190,Royal Enfield,500000,400,Bagmati,79,30,29000,2017
2191,Bajaj,160000,220,Bagmati,79,30,29000,2016
2192,Bajaj,181900,220,Bagmati,95,35,32000,2018
2193,Honda,95000,125,Bagmati,51,45,32000,2014
2194,Hero,65000,150,Bagmati,49,45,74000,2011
2195,Bajaj,149999,125,3,14,55,6852,2020
2196,Yamaha,229900,150,3,112,45,10000,2019
2197,Honda,140000,110,Bagmati,86,45,19990,2017
2198,Crossfire,410000,250,3,12,19,13500,2019
2199,Cross X,378000,250,Bagmati,99,30,8900,2018
2200,Suzuki,225000,250,Bagmati,9,30,8900,1999
